site_name	site_code	country_code	country	site_area_ha	area_of_study_ha	dead_wood_sampling_method	latidute_n_new	longitude_e_new	altitude_m	altitude_average_m	altitude_strm	annual_precipitation_diff_sources_mm	precipitation_of_warmest_quarter_bio18	precipitation_in_vegetation_period	annual_precipitation_bio12_mm	annual_evaporation_mm	water_balance_prec_evap	snow_cover_modis_myd10v5	mean_temperature_of_the_warmst_month	max_temp_of_warmest_month_bio5	mean_temperature_of_the_coldest_month	min_temp_of_coldest_month_bio6	temp_annual_range_bio7	mean_annual_temperature	mean_temperature_in_vegetation_period	mean_temperature_of_warmest_quarter_bio10	annual_mean_temp_bio1	soil_type_fao85_lev1_eu_soil_atlas	ellenberg_quotient_q	lang_quotient_based_on_world_clim	corine_2006	main_tree_species_only_tree_species_with_more_than_10_m3_living_volume	forest_type_bear	beech_proportion	deciduous_proportion_minus_beech	conifer_proportion	eunis_only_dominating_forest_type	forest_type_natura_2000_eu_habitat_directive	natural_disturbance_wind	natural_disturbance_snow	natural_disturbance_waterlogging	natural_disturbance_drought	natural_disturbance_insects	natural_disturbance_fungi	reserve_established_year	reserve_age	reserve_classification	virgin_forest	former_coppice	former_high_forest	former_wood_pasture	living_tree_volume_m3_ha_1_total	living_tree_volume_m3_ha_1_fagus	living_tree_volume_m3_ha_1_quercus	living_tree_volume_m3_ha_1_fraxinus	living_tree_volume_m3_ha_1_acer	living_tree_volume_m3_ha_1_other_decideuous	living_tree_volume_m3_ha_1_abies	living_tree_volume_m3_ha_1_picea	living_tree_volume_m3_ha_1_other_coniferous	living_tree_volume_m3_ha_1_minimum_dbh_recorded_cm	living_tree_volume_m3_ha_1_year_recorded	snag_standing_dead_trees_volume_m3_ha_1_total	snag_standing_dead_trees_volume_m3_ha_1_fagus	snag_standing_dead_trees_volume_m3_ha_1_quercus	snag_standing_dead_trees_volume_m3_ha_1_fraxinus	snag_standing_dead_trees_volume_m3_ha_1_acer	snag_standing_dead_trees_volume_m3_ha_1_other_decideuous	snag_standing_dead_trees_volume_m3_ha_1_abies	snag_standing_dead_trees_volume_m3_ha_1_picea	snag_standing_dead_trees_volume_m3_ha_1_other_coniferous	snag_standing_dead_trees_volume_m3_ha_1_minimum_dbh_recorded_cm	snag_standing_dead_trees_volume_m3_ha_1_year_recorded	fallen_log_volume_m3_ha_1_total	fallen_log_volume_m3_ha_1_fagus	fallen_log_volume_m3_ha_1_quercus	fallen_log_volume_m3_ha_1_fraxinus	fallen_log_volume_m3_ha_1_acer	fallen_log_volume_m3_ha_1_other_decideuous	fallen_log_volume_m3_ha_1_abies	fallen_log_volume_m3_ha_1_picea	fallen_log_volume_m3_ha_1_other_coniferous	fallen_log_volume_m3_ha_1_minimum_dbh_recorded_cm	fallen_log_volume_m3_ha_1_year_recorded	total_dead_volume_m3_ha_1_total	total_dead_volume_m3_ha_1_fagus	total_dead_volume_m3_ha_1_quercus	total_dead_volume_m3_ha_1_fraxinus	total_dead_volume_m3_ha_1_acer	total_dead_volume_m3_ha_1_other_decideuous	total_dead_volume_m3_ha_1_abies	total_dead_volume_m3_ha_1_picea	total_dead_volume_m3_ha_1_other_coniferous	dead_living_volume_percent	snag_log_ratio_percent	no_of_sampled_trees	decay_stages_of_cwd4	beech_boys_average_dbh	beech_boys_average_dc	beech_boys_average_moss_cover	beech_boys_average_bark_cover	beech_boys_average_soil_contact	beech_boys_number_of_logs	beech_boys_number_of_species	beech_boys_chao2_estimated_species_richness_based_on_n_20	beech_boys_number_of_fungi_per_log	vegetation_nerea	utmy	utmx	ut_mzone	connectivity_1_km	connectivity_10_km	connectivity_100_km	beech_boys_region
Platzer Kuppe	DE_Platz	DE	Germany	24.3	24.2	SP	NA	NA	610-700	655	NA	824	NA	337	831	292	539	10.7	14.7	22.3	-4.2	-4.9	27.2	7.9	14.6	NA	7.3	B	23	114	23	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	595	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	57	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schrofen	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	1950	NA	1079	986	136	850	23.9	NA	21.1	NA	-6.3	27.4	2.8	8.3	NA	7	E	NA	141	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schwarzwihrberg	DE_Schwa	DE	Germany	24.4	1	PP	NA	NA	ca. 700	700	NA	619	NA	NA	790	222	568	16.4	13.7	20.8	-5.3	-6.4	27.2	4.5	NA	NA	6.3	B	22.1	125	25	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	876	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	73	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seebuchet	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1002	371	631	15.2	NA	21.7	NA	-4.9	26.6	NA	NA	NA	7.6	L	NA	132	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Serrahn	DE_Serr	DE	Germany	43	43	SP	53.33940468	13.20283039	70-120	95	NA	569	NA	NA	587	414	173	9.3	17.2	21.6	-0.6	-3.4	25.1	8.4	NA	NA	7.9	Q	30.2	74	23	"Fa, Qu, Pi"	F5a	0.93	0.04	0.03	G1.63	9130	W	NA	NA	NA	I	FALSE	1977	37	0	NA	NA	H	P	458	425	18	0	0	0	0	1	14	7	1999	44	32	3	0	0	0	0	0	9	7	1999	91	86	4	0	0	0	0	0	1	15	1999	135	117	7	0	0	0	0	0	11	0.3	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sommerberg	DE_Somm	DE	Germany	43	43	SP	NA	NA	395	395	NA	793	NA	NA	NA	NA	0	NA	15	NA	0	NA	NA	8.5	NA	NA	NA	NA	18.9	NA	NA	"Qu, Fa, Ca, Pi, Pi"	F5a	0.34	0.54	0.12	NA	NA	NA	NA	NA	NA	NA	NA	1994	20	0	NA	NA	NA	NA	333	114	132	0	0	47	0	16	24	7	1995	5	NA	NA	NA	NA	NA	NA	NA	NA	7	1995	16	NA	NA	NA	NA	NA	NA	NA	NA	7	1995	21	NA	NA	NA	NA	NA	NA	NA	NA	0.06	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Steinäusle	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stöberhai	DE_Stob	DE	Germany	14.6	1.9	PP	NA	NA	530-700	615	NA	1312	NA	519	1091	424	667	19.6	12	18.7	-4.2	-5.1	23.8	6.1	12.3	NA	5.8	NA	10.9	188	NA	"Fa, Pi"	F5a	0.85	0	0.15	G1.61	9110	W	NA	NA	NA	NA	NA	1972	42	0	NA	NA	H	NA	622	527	0	0	0	0	0	96	0	7	2000	20	9	0	0	0	0	0	11	0	7	2000	35	18	0	0	0	1	0	17	0	7	2000	55	27	0	0	0	1	0	28	0	0.09	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Untereck	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	1004	NA	492	1057	459	598	13.8	NA	22.4	NA	-4.3	26.7	6.4	12.8	NA	7.8	B	NA	136	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vilm	DE_Vilm	DE	Germany	20	20	SP	NA	NA	0-10	5	2	561	NA	NA	546	387	159	5.6	16.9	21.1	0.4	-2.5	23.6	8.3	NA	NA	8.3	G	30.1	66	23	"Fa, Qu, Ac, Ca"	F5a	0.65	0.35	0	G1.63	9130	W	NA	NA	NA	NA	NA	1936	78	1	NA	NA	H	NA	561	362	94	0	87	18	0	0	0	7	1997	43	30	12	0	0	1	0	0	0	7	1997	106	94	8	0	2	2	0	0	0	7	1997	149	124	20	0	2	3	0	0	0	0.27	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.8	0.59	NA
Vilm N	NA	DE	Germany	20	NA	NA	NA	NA	02/10/2013	NA	NA	NA	NA	NA	546	387	159	5.6	16.9	21.1	0.4	-2.5	23.6	8.3	NA	NA	8.3	G	30.1	66	23	"Fa,Qu, Ac, Ca"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	NA	NA	7 cm	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	7 cm	1997	106	NA	NA	NA	NA	NA	NA	NA	NA	7 cm	NA	149	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vogelherd	DE_Voge1	DE	Germany	10.6	1	PP	NA	NA	480-500	490	NA	1050	NA	NA	992	287	705	19.3	12	19.6	-4.2	-3.9	23.7	4.8	NA	NA	6.9	B	11.4	144	24	Fagus	F5a	1	0	0	G1.61	9110	W	NA	NA	NA	NA	FALSE	1972	42	0	NA	NA	H	NA	439	439	0	0	0	0	0	0	0	7	1996	3	3	0	0	0	0	0	0	0	7	1996	23	22	0	0	0	1	0	0	0	7	1996	27	25	0	0	0	1	0	0	0	0.06	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vogelherd	DE_Voge2	DE	Germany	10.6	1	PP	NA	NA	475-500	490	NA	1029	NA	438	992	287	705	19.3	12	19.6	-4.2	-3.9	23.7	7.3	13.3	NA	6.9	B	11.4	144	24	"Fa, Pi, Qu"	F5a	1	0	0	G1.61	9110	W	NA	NA	NA	NA	FALSE	1972	42	0	NA	NA	H	NA	478	477	0	0	0	0	0	1	0	7	1999	3	3	0	0	0	0	0	0	0	7	1999	40	40	0	0	0	0	0	0	0	7	1999	43	43	0	0	0	0	0	0	0	0.09	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Waldhaus	DE_Wald	DE	Germany	90.7	10.9	SP	49.86336429	10.46729917	370-445	410	413	716	NA	332	690	431	259	7.4	18.2	22.8	-0.7	-4.2	27	8.1	14.9	NA	8	B	28.5	86	23	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	780	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	121	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.05	NA	NA	69	3.1	0.29	0.41	0.86	20	89	118	15.9	NA	NA	NA	NA	4.66	2.34	1.82	NA
Waldhaus	NA	DE	Germany	96.6	NA	NA	NA	NA	370-445	NA	NA	NA	NA	NA	690	431	259	7.4	18.2	22.8	-0.7	-4.2	27	8.1	14.9	NA	8	B	28.5	86	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	480	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	?	1991	84	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.66	2.34	1.82	NA
Weiherbuchet	NA	DE	Germany	38.1	NA	NA	NA	NA	580-610	595	NA	1240	NA	689	966	468	498	13	NA	22.3	NA	-4.8	27.1	7.6	14.5	NA	7.8	L	NA	124	25	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Weislaufschlucht	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725	504	221	10.5	NA	22.8	NA	-3.3	26.1	NA	NA	NA	8.6	B	NA	84	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Weisweiler	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	832	NA	420	688	609	79	2	NA	25.1	NA	-1.1	26.2	10.2	16.9	NA	10.4	J	NA	66	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zweribach	DE_Zwer	DE	Germany	75.8	9.3	SP	NA	NA	596-1004	800	NA	1493	NA	619	1157	238	919	18	15	20.7	-0.1	-4.3	25	7.4	13.6	NA	7.2	B	9.4	161	25	"Fa, Pi, Ab, Ac"	F5b	0.42	0.09	0.49	NA	NA	NA	NA	NA	NA	NA	NA	1970	44	0	NA	NA	NA	NA	538	230	0	0	24	22	129	134	4	7	1999	21	4	0	0	0	2	7	8	0	7	1999	42	14	0	0	1	1	12	14	0	7	1999	63	18	0	0	1	3	19	22	0	0.12	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alsohegy	HU_Also	HU	Hungary	112.8	116.5	LT	48.54991043	20.69965321	470-550	510	NA	700	NA	NA	NA	NA	0	NA	18.5	NA	-4	NA	NA	8	NA	NA	NA	NA	26.4	NA	NA	"Ca, Qu, Fa, Fr"	F5a	0.24	0.75	0.01	G1.63	9130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	NA	284	68	77	12	6	119	0	0	2	2	2001	19	NA	NA	NA	NA	NA	NA	NA	NA	2	2002	21	NA	NA	NA	NA	NA	NA	NA	NA	10	2002	40	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.25	3.13	1.78	NA
Kekes	HU_Kekes	HU	Hungary	54.8	63	LT	47.92358313	19.88974547	750-950	850	851	784	232	NA	739	458	281	12	15.5	21.3	-4.4	-8.1	29.4	6.1	NA	15	6.1	L	19.8	121	23	"Fa, Ti, Ac"	F5a	1	0	0	G1.63	9130	NA	NA	NA	NA	NA	NA	1986	28	1	V	NA	NA	P	454	454	0	0	0	0	0	0	0	2	2001	15	NA	NA	NA	NA	NA	NA	NA	NA	2	2001	84	NA	NA	NA	NA	NA	NA	NA	NA	10	2002	99	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.15	97	01/Jun	NA	NA	NA	NA	NA	97	104	NA	8.8	Broadleaved	5308005	417072	34T	5.83	2.06	1.47	R5
"Õserdõ, Bükk N.P."	HU_Bukk	HU	Hungary	59.3	27.9	LT	48.0597863	20.44604852	800-900	850	894	896	258	NA	758	451	307	14.9	15.5	20.9	-4.1	-8.5	29.4	6.1	NA	14.6	5.7	E	18.2	133	23	"Fa, Ac, Fr"	F5a	0.89	0.11	0	G1.63	9130	NA	NA	NA	NA	NA	NA	1976	38	0	NA	NA	H	NA	765	678	0	20	67	0	0	0	0	2	2001	26	NA	NA	NA	NA	NA	NA	NA	NA	2	2001	138	NA	NA	NA	NA	NA	NA	NA	NA	10	2001	164	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.16	110	01/Jun	66	4	0.09	0.25	0.86	110	136	NA	11.7	Broadleaved	5323115	459020	34U	3.96	2.04	1.55	R5
Iran site 1	NA	IR	Iran	NA	NA	NA	36.22216866	52.52645337	NA	NA	714	NA	NA	NA	638	432	206	6.7	NA	31.2	NA	-1.9	33.2	NA	NA	NA	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iran site 2	NA	IR	Iran	NA	NA	NA	36.53404043	51.47861652	NA	NA	1103	NA	NA	NA	354	364	-10	4.2	NA	32.2	NA	-2	34.2	NA	NA	NA	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iran site 3	NA	IR	Iran	NA	NA	NA	37.36910884	55.89264082	NA	NA	656	NA	NA	NA	263	209	54	2.5	NA	34.2	NA	-0.8	35	NA	NA	NA	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Biedano Valley	NA	IT	Italy	NA	NA	NA	42.25977301	12.49999308	NA	300	NA	NA	NA	NA	839	438	401	0.2	NA	30.4	NA	2.5	28	NA	NA	NA	14.7	B	NA	57	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.94	0.76	NA
Bracciano Martignano	NA	IT	Italy	143	NA	NA	42.17161255	12.16194635	NA	500	470	NA	NA	NA	734	517	217	0	NA	28.5	NA	3.1	25.4	NA	NA	NA	13.9	B	NA	53	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	2.9	0.07	0.47	0.63	21	56	NA	7.1	Broadleaved	4670308	266168	33T	0.98	0.66	0.61	R2
Coppo del Principe	NA	IT	Italy	45	NA	NA	41.78264855	13.74951921	1500-1750	1200	1611	NA	NA	NA	806	413	393	16.9	NA	19.3	NA	-3.7	23	NA	NA	NA	8.1	E	NA	100	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	715	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	2.9	0.22	0.49	0.7	20	61	66	9.2	Fagus	4627240	394476	33T	6.95	4.47	0.96	R2
Fonte Regna	NA	IT	Italy	37	NA	NA	42.32409249	12.72101515	NA	750	811	NA	NA	NA	798	426	372	1.5	NA	24.7	NA	-0.8	25.5	NA	NA	NA	10.1	B	NA	79	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	540	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	2.9	0.28	0.53	0.67	20	49	NA	6.8	Broadleaved	4687824	312120	33T	6.94	2.4	0.86	R2
Monte Cimino	NA	IT	Italy	60	NA	NA	42.40751817	12.201962	NA	1010	964	NA	NA	NA	707	570	137	0.6	NA	25	NA	0.4	24.6	NA	NA	NA	10.8	B	NA	65	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	707	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	3	0.25	0.4	0.63	20	99	146	13.2	Broadleaved	4700209	269633	33T	5.41	1.37	0.67	R3
Monte Foliano	NA	IT	Italy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Valle Cervara	NA	IT	Italy	24	NA	NA	41.8264267	13.74683937	1700-1850	1760	1666	1211	NA	NA	806	413	393	19.1	NA	19.8	NA	-3.4	23.2	7.2	NA	NA	6.5	E	NA	124	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	363.6	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	61.3	2.9	0.22	0.6	0.62	20	76	102	10.8	Fagus	4631681	394541	33T	0.7	4.91	0.98	R2
Valle Cervara	NA	IT	Italy	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	806	413	393	19.1	NA	19.8	NA	-3.4	23.2	7.2	NA	NA	6.5	E	NA	124	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	497	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	4.91	0.98	R2
Valle Cervara	NA	IT	Italy	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	806	413	393	19.1	NA	19.8	NA	-3.4	23.2	7.2	NA	NA	6.5	E	NA	124	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	545	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	4.91	0.98	R2
